sr_no,dump_ref_no,request_ref_no,court_order_ref,tower_id,lac,cell_id,tower_address,tower_lat,tower_lon,tower_district,tower_state,tower_operator,tower_type,tower_azimuth,tower_height_m,tower_coverage_radius_m,tower_tech,dump_start_datetime,dump_end_datetime,dump_window_hours,msisdn,imsi,imei,sim_serial_no,subscriber_name,kyc_doc_type,kyc_doc_no,kyc_status,subscriber_dob,subscriber_gender,subscriber_address,operator,circle,plan_type,activation_date,sim_status,handset_make,handset_model,handset_type,event_type,event_datetime,event_date,event_time,event_duration_sec,calling_party,called_party,first_activity_datetime,last_activity_datetime,total_events_in_window,total_calls,total_sms,total_data_sessions,uplink_bytes_window,downlink_bytes_window,signal_strength_dbm,timing_advance_distance_m,rat_type,location_update_type,prev_tower_id,prev_tower_address,prev_event_datetime,next_tower_id,next_tower_address,next_event_datetime,co_location_flag,co_location_note,data_requested_by,data_request_date,telecom_response_date,remarks
59,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0059,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100032,40420101000032000,350000003000032,8991100001032001,Person_32,DL,025559545462,GENUINE,1999-04-22,F,"Address 32, Delhi",Airtel,Delhi,Prepaid,2018-11-16,Active,Samsung,Galaxy A14,Smartphone,SMS,2024-03-15 12:21:00,2024-03-15,12:21:00,169,,,2024-03-15 09:25:00,2024-03-15 12:26:00,8,5,0,2,0,0,-80,731,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
60,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0060,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100039,40420101000039000,350000003000039,8991100001039001,Person_39,VoterID,123226194133,GENUINE,1998-09-01,F,"Address 39, Delhi",BSNL,Delhi,Prepaid,2022-05-24,Active,OnePlus,Reno 6,Smartphone,ATTACH,2024-03-15 12:09:00,2024-03-15,12:09:00,37,,,2024-03-15 09:28:00,2024-03-15 12:24:00,4,1,1,0,0,0,-62,525,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
61,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0061,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100015,40420101000015000,350000003000015,8991100001015001,Person_15,DL,319150346580,GENUINE,1997-11-09,F,"Address 15, Delhi",Vi,Delhi,Prepaid,2019-06-05,Active,Samsung,GT Neo 3T,Smartphone,ATTACH,2024-03-15 09:53:00,2024-03-15,09:53:00,249,,,2024-03-15 09:32:00,2024-03-15 12:29:00,7,2,4,1,0,0,-73,515,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
62,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0062,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100029,40420101000029000,350000003000029,8991100001029001,Person_29,Aadhaar,218680129323,GENUINE,1994-01-12,M,"Address 29, Delhi",Airtel,Delhi,Prepaid,2019-01-07,Active,Redmi,Nord CE 2,Smartphone,DATA_SESSION,2024-03-15 09:47:00,2024-03-15,09:47:00,190,,,2024-03-15 09:32:00,2024-03-15 12:23:00,6,2,3,0,169630,47734,-67,479,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
63,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0063,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100014,40420101000014000,350000003000014,8991100001014001,Person_14,DL,106167110313,GENUINE,1994-04-04,M,"Address 14, Delhi",Vi,Delhi,Prepaid,2023-05-06,Active,OnePlus,GT Neo 3T,Smartphone,ATTACH,2024-03-15 09:53:00,2024-03-15,09:53:00,296,,,2024-03-15 09:26:00,2024-03-15 12:28:00,2,1,0,1,0,0,-75,676,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
64,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0064,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100034,40420101000034000,350000003000034,8991100001034001,Person_34,DL,229002045720,GENUINE,1992-05-21,F,"Address 34, Delhi",Vi,Delhi,Prepaid,2019-06-08,Active,Samsung,Note 12,Smartphone,DATA_SESSION,2024-03-15 10:53:00,2024-03-15,10:53:00,77,,,2024-03-15 09:33:00,2024-03-15 12:27:00,4,1,0,1,40006,322679,-65,664,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
65,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0065,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811100007,40420101000007000,350000003000007,8991100001007001,Person_07,Aadhaar,023359410616,GENUINE,1991-12-28,F,"Address 7, Delhi",BSNL,Delhi,Prepaid,2021-09-13,Active,OnePlus,GT Neo 3T,Smartphone,LOCATION_UPDATE,2024-03-15 11:10:00,2024-03-15,11:10:00,183,,,2024-03-15 09:35:00,2024-03-15 12:23:00,4,3,2,2,0,0,-77,125,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
66,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0066,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9811045723,404201234567890,356789012345678,8991101234567890123,Rakesh Kumar,Aadhaar,4XXX XXXX 1234,FAKE,1988-07-14,M,"H.No 44, Gali 3, Uttam Nagar, Delhi – 110059",Airtel,Delhi,Prepaid,2024-01-10,Active,Samsung,Galaxy A54,Smartphone,VOICE_CALL,2024-03-15 09:52:00,2024-03-15,09:52:00,238,9811045723,9654012387,2024-03-15 09:32:00,2024-03-15 12:23:00,6,1,3,1,300000,1800000,-94,359,4G-LTE,PERIODIC,,,,,,,Y,"CO-LOCATION with ['9654012387', '9711234560']","SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
67,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0067,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9654012387,404451234567002,352012345678901,8991451234567002002,Dinesh Chauhan,Aadhaar,8XXX XXXX 4321,GENUINE,1983-09-30,M,"House 7, Block B, Sheetla Mata Road, Gurugram – 122001",Vi,Haryana,Prepaid,2023-11-05,Active,Oppo,Reno 8,Smartphone,VOICE_CALL,2024-03-15 09:37:00,2024-03-15,09:37:00,799,9654012387,9811045723,2024-03-15 09:31:00,2024-03-15 12:23:00,4,3,1,1,300000,1800000,-95,240,4G-LTE,PERIODIC,,,,,,,Y,"CO-LOCATION with ['9811045723', '9711234560']","SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
68,DUMP-HR-VI-001-202403150925,REQ-CMM/NW/2024/0312-D0068,CMM/NW/2024/0312,HR-VI-001,40501,70101,"Gurugram Sector 14 Huda Market, Haryana",28.4595,77.0266,Gurugram,Haryana,Vi,Macro-BTS,Omni,45,1200,2G/3G/4G,2024-03-15 09:25:00,2024-03-15 12:30:00,3.1,9711234560,404202222333444,354567890123456,8991202222333444001,Ramesh Prasad,Aadhaar,6XXX XXXX 7890,GENUINE,1992-04-18,M,"Jhuggi Cluster, R-Block, Uttam Nagar, Delhi – 110059",Jio,Delhi,Prepaid,2023-08-11,Active,Vivo,Y75,Smartphone,VOICE_CALL,2024-03-15 11:02:00,2024-03-15,11:02:00,654,9711234560,9654012387,2024-03-15 09:31:00,2024-03-15 12:24:00,3,1,1,2,300000,1800000,-65,115,4G-LTE,PERIODIC,,,,,,,Y,"CO-LOCATION with ['9811045723', '9654012387']","SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,CRITICAL: Primary+Associate co-located at hideout – Gurugram
69,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0069,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100028,40420101000028000,350000003000028,8991100001028001,Person_28,DL,799487971707,GENUINE,1993-02-12,F,"Address 28, Delhi",Airtel,Delhi,Prepaid,2021-07-11,Active,Samsung,GT Neo 3T,Smartphone,VOICE_CALL,2024-03-15 12:02:00,2024-03-15,12:02:00,285,9811100028,9811140013,2024-03-15 11:44:00,2024-03-15 12:38:00,5,5,2,1,0,0,-88,508,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
70,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0070,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100029,40420101000029000,350000003000029,8991100001029001,Person_29,Aadhaar,218680129323,GENUINE,1994-01-12,M,"Address 29, Delhi",Airtel,Delhi,Prepaid,2019-01-07,Active,Redmi,Nord CE 2,Smartphone,SMS,2024-03-15 12:19:00,2024-03-15,12:19:00,321,,,2024-03-15 11:46:00,2024-03-15 12:32:00,1,1,0,1,0,0,-64,217,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
71,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0071,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100011,40420101000011000,350000003000011,8991100001011001,Person_11,Aadhaar,064224261426,GENUINE,1996-11-04,M,"Address 11, Delhi",Vi,Delhi,Prepaid,2022-05-09,Active,Realme,Note 12,Smartphone,LOCATION_UPDATE,2024-03-15 11:55:00,2024-03-15,11:55:00,70,,,2024-03-15 11:40:00,2024-03-15 12:32:00,3,3,1,2,0,0,-60,145,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
72,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0072,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100035,40420101000035000,350000003000035,8991100001035001,Person_35,VoterID,619182093576,GENUINE,1995-03-20,M,"Address 35, Delhi",Jio,Delhi,Prepaid,2021-09-15,Active,Oppo,Y33s,Smartphone,DATA_SESSION,2024-03-15 11:46:00,2024-03-15,11:46:00,336,,,2024-03-15 11:42:00,2024-03-15 12:37:00,5,2,0,1,433556,1166889,-67,639,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
73,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0073,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100023,40420101000023000,350000003000023,8991100001023001,Person_23,VoterID,836428471664,GENUINE,1999-05-16,M,"Address 23, Delhi",Jio,Delhi,Prepaid,2018-12-09,Active,Redmi,Note 12,Smartphone,ATTACH,2024-03-15 11:41:00,2024-03-15,11:41:00,214,,,2024-03-15 11:40:00,2024-03-15 12:32:00,3,1,1,2,0,0,-93,735,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
74,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0074,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100024,40420101000024000,350000003000024,8991100001024001,Person_24,DL,028344565624,GENUINE,1995-03-01,M,"Address 24, Delhi",BSNL,Delhi,Prepaid,2021-05-24,Active,Vivo,GT Neo 3T,Smartphone,VOICE_CALL,2024-03-15 11:45:00,2024-03-15,11:45:00,445,9811100024,9811661507,2024-03-15 11:41:00,2024-03-15 12:35:00,7,1,3,0,0,0,-76,147,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
75,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0075,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100031,40420101000031000,350000003000031,8991100001031001,Person_31,VoterID,552754770704,GENUINE,1998-10-03,F,"Address 31, Delhi",Airtel,Delhi,Prepaid,2018-07-23,Active,Oppo,GT Neo 3T,Smartphone,LOCATION_UPDATE,2024-03-15 12:09:00,2024-03-15,12:09:00,121,,,2024-03-15 11:43:00,2024-03-15 12:30:00,4,3,0,0,0,0,-61,60,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
76,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0076,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100012,40420101000012000,350000003000012,8991100001012001,Person_12,VoterID,109147624973,GENUINE,1998-05-27,F,"Address 12, Delhi",Vi,Delhi,Prepaid,2022-05-21,Active,Redmi,Y33s,Smartphone,SMS,2024-03-15 12:13:00,2024-03-15,12:13:00,245,,,2024-03-15 11:50:00,2024-03-15 12:33:00,8,1,5,2,0,0,-88,631,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
77,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0077,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100003,40420101000003000,350000003000003,8991100001003001,Person_03,DL,356279158239,GENUINE,1997-04-23,M,"Address 3, Delhi",BSNL,Delhi,Prepaid,2022-04-26,Active,Redmi,Note 12,Smartphone,SMS,2024-03-15 12:15:00,2024-03-15,12:15:00,224,,,2024-03-15 11:45:00,2024-03-15 12:34:00,7,7,5,2,0,0,-83,165,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
78,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0078,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100005,40420101000005000,350000003000005,8991100001005001,Person_05,VoterID,310060530424,GENUINE,1994-01-19,F,"Address 5, Delhi",Jio,Delhi,Prepaid,2023-06-04,Active,Redmi,Reno 6,Smartphone,VOICE_CALL,2024-03-15 12:12:00,2024-03-15,12:12:00,394,9811100005,9811450754,2024-03-15 11:42:00,2024-03-15 12:32:00,6,6,4,1,0,0,-76,720,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
79,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0079,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100002,40420101000002000,350000003000002,8991100001002001,Person_02,DL,160903224042,GENUINE,1999-07-05,M,"Address 2, Delhi",Airtel,Delhi,Prepaid,2022-07-15,Active,Samsung,Note 12,Smartphone,SMS,2024-03-15 12:18:00,2024-03-15,12:18:00,20,,,2024-03-15 11:43:00,2024-03-15 12:40:00,4,3,0,2,0,0,-57,613,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
80,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0080,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100022,40420101000022000,350000003000022,8991100001022001,Person_22,VoterID,490040039657,GENUINE,1992-05-19,F,"Address 22, Delhi",Jio,Delhi,Prepaid,2023-01-26,Active,Oppo,Nord CE 2,Smartphone,LOCATION_UPDATE,2024-03-15 12:21:00,2024-03-15,12:21:00,214,,,2024-03-15 11:47:00,2024-03-15 12:36:00,6,3,3,1,0,0,-69,499,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
81,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0081,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100037,40420101000037000,350000003000037,8991100001037001,Person_37,Aadhaar,111110455276,GENUINE,1999-01-14,M,"Address 37, Delhi",BSNL,Delhi,Prepaid,2019-09-15,Active,Oppo,Galaxy A14,Smartphone,ATTACH,2024-03-15 12:01:00,2024-03-15,12:01:00,276,,,2024-03-15 11:43:00,2024-03-15 12:37:00,5,5,3,0,0,0,-64,328,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
82,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0082,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100019,40420101000019000,350000003000019,8991100001019001,Person_19,VoterID,939194462224,GENUINE,1990-09-17,F,"Address 19, Delhi",Jio,Delhi,Prepaid,2019-07-17,Active,OnePlus,Note 12,Smartphone,VOICE_CALL,2024-03-15 12:34:00,2024-03-15,12:34:00,466,9811100019,9811899156,2024-03-15 11:42:00,2024-03-15 12:33:00,4,4,2,0,0,0,-64,572,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
83,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0083,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100038,40420101000038000,350000003000038,8991100001038001,Person_38,VoterID,244903308853,GENUINE,1999-08-04,F,"Address 38, Delhi",BSNL,Delhi,Prepaid,2023-04-04,Active,Samsung,Note 12,Smartphone,LOCATION_UPDATE,2024-03-15 12:03:00,2024-03-15,12:03:00,429,,,2024-03-15 11:44:00,2024-03-15 12:35:00,3,1,0,2,0,0,-71,610,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
84,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0084,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100008,40420101000008000,350000003000008,8991100001008001,Person_08,VoterID,551483103459,GENUINE,1991-05-10,M,"Address 8, Delhi",Jio,Delhi,Prepaid,2021-11-15,Active,OnePlus,Galaxy A14,Smartphone,SMS,2024-03-15 12:19:00,2024-03-15,12:19:00,549,,,2024-03-15 11:47:00,2024-03-15 12:39:00,3,3,1,1,0,0,-89,667,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
85,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0085,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100013,40420101000013000,350000003000013,8991100001013001,Person_13,VoterID,235828395981,GENUINE,1993-09-14,M,"Address 13, Delhi",Airtel,Delhi,Prepaid,2020-12-26,Active,Realme,Y33s,Smartphone,ATTACH,2024-03-15 12:06:00,2024-03-15,12:06:00,430,,,2024-03-15 11:47:00,2024-03-15 12:32:00,8,2,4,0,0,0,-78,121,4G-LTE,ATTACH,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
86,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0086,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100004,40420101000004000,350000003000004,8991100001004001,Person_04,VoterID,324288813383,GENUINE,1996-07-17,M,"Address 4, Delhi",Jio,Delhi,Prepaid,2020-06-25,Active,OnePlus,Reno 6,Smartphone,DATA_SESSION,2024-03-15 12:15:00,2024-03-15,12:15:00,162,,,2024-03-15 11:45:00,2024-03-15 12:37:00,1,1,0,1,484535,532393,-80,641,4G-LTE,PERIODIC,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
87,DUMP-DL-JIO-003-202403151140,REQ-CMM/NW/2024/0312-D0087,CMM/NW/2024/0312,DL-JIO-003,20303,50301,"Dwarka Sector 23 Market, Delhi",28.524,77.035,South West Delhi,Delhi,Jio,Macro-BTS,Omni,38,1000,4G/5G,2024-03-15 11:40:00,2024-03-15 12:40:00,1.0,9811100010,40420101000010000,350000003000010,8991100001010001,Person_10,VoterID,759100912636,GENUINE,1999-10-01,M,"Address 10, Delhi",Airtel,Delhi,Prepaid,2020-04-07,Active,Realme,GT Neo 3T,Smartphone,ATTACH,2024-03-15 12:00:00,2024-03-15,12:00:00,468,,,2024-03-15 11:48:00,2024-03-15 12:38:00,2,1,0,1,0,0,-75,343,4G-LTE,NORMAL,,,,,,,N,,"SI Harpreet Singh, Rajouri Garden PS",2024-03-16,2024-03-17,Ransom negotiator SIM active – 14min call to victim father made from this tower
